trigram,repetation,polarity,sentiment
announces findings fifth,1,0.0,neutral
findings fifth serosurvey,1,0.0,neutral
fifth serosurvey n,1,0.0,neutral
serosurvey n per,1,0.0,neutral
n per cent,1,0.0,neutral
per cent fully,1,0.0,neutral
cent fully partially,1,-0.1,negative
cr vaccinated single,1,-0.07142857142857142,negative
day counting vaccinated,1,0.0,neutral
counting vaccinated cowin,1,0.0,neutral
vaccinated cowin covid,1,0.0,neutral
cowin covid indiafightscorona,1,0.0,neutral
testing lakh total,1,0.0,neutral
lakh total number,1,0.0,neutral
total number vaccination,1,0.0,neutral
number vaccination increase,1,0.0,neutral
vaccination increase lk,1,0.0,neutral
friday india administered,1,0.0,neutral
india administered highest,1,0.0,neutral
administered highest single,1,-0.07142857142857142,negative
single day vaccinations,1,-0.07142857142857142,negative
day vaccinations crore,1,0.0,neutral
vaccinations crore doses,1,0.0,neutral
crore doses given,1,0.0,neutral
doses given hours,1,0.0,neutral
given hours whic,1,0.0,neutral
dose slots n,728,0.0,neutral
slots n nage,728,0.0,neutral
ndate sep nfees,728,0.0,neutral
n nage ages,648,0.0,neutral
nage ages ndate,648,0.0,neutral
ages ndate sep,648,0.0,neutral
pincode ncovishield dose,447,0.0,neutral
ncovishield dose slots,447,0.0,neutral
pincode ncova n,261,0.0,neutral
ncova n dose,261,0.0,neutral
n dose slots,261,0.0,neutral
f f f,101,0.0,neutral
n nage ndate,80,0.0,neutral
nage ndate sep,80,0.0,neutral
sep nfees napollo,66,0.0,neutral
sep nfees nr,48,0.0,neutral
nfees nr x,48,0.0,neutral
sep nfees ndr,35,0.0,neutral
sep nfees nmiracle,33,0.0,neutral
n n covid,32,0.0,neutral
sep nfees nnu,26,0.0,neutral
f e f,22,0.0,neutral
n n f,22,0.0,neutral
f n n,20,0.0,neutral
pincode nsputnik v,20,0.0,neutral
nsputnik v dose,20,0.0,neutral
v dose slots,20,0.0,neutral
c e c,20,0.0,neutral
n n n,19,0.0,neutral
sep nfees naster,18,0.0,neutral
nfees nmiracle h,18,0.0,neutral
e c e,18,0.0,neutral
f f n,17,0.0,neutral
sep nfees nsparsh,17,0.0,neutral
covid n n,15,0.0,neutral
sep nfees nsuguna,14,0.0,neutral
nfees nsuguna hospital,14,0.0,neutral
nsuguna hospital west,14,0.0,neutral
sep nfees nadd,14,0.0,neutral
f c c,14,0.0,neutral
sep nfees nrainbow,14,0.0,neutral
sep nfees ncare,13,0.0,neutral
covid vaccine doses,13,0.0,neutral
nfees ndr sunny,12,0.0,neutral
c c e,12,0.0,neutral
sep nfees nmanipal,11,0.0,neutral
nfees nnu hospi,11,0.0,neutral
c n n,11,0.0,neutral
nfees nadd sc,11,0.0,neutral
nfees nnu hospita,10,0.0,neutral
f c n,10,0.0,neutral
sep nfees nmilann,10,0.0,neutral
sep nfees naarthi,10,0.0,neutral
nfees naarthi scan,10,0.0,neutral
n nactive cases,10,0.0,neutral
nactive cases f,10,0.0,neutral
cases f n,10,0.0,neutral
e f f,10,0.0,neutral
nfees nmiracle hea,10,0.0,neutral
n f f,10,0.0,neutral
till pm today,9,0.0,neutral
sep nfees nmedihope,9,0.0,neutral
nfees napollo clin,9,0.0,neutral
sep nfees ncloudnine,9,0.0,neutral
e f c,9,0.0,neutral
nfees napollo c,9,0.0,neutral
covid update n,9,0.0,neutral
update n nactive,9,0.0,neutral
sep nfees naltius,9,0.0,neutral
nfees nsparsh hos,8,0.0,neutral
nfees ndr rajesh,8,0.0,neutral
largestvaccinedrive breaking records,8,0.0,neutral
breaking records strengthening,8,0.0,neutral
records strengthening india,8,0.0,neutral
strengthening india fight,8,0.0,neutral
nfees napollo cl,8,0.0,neutral
sep nfees nrakshobhya,8,0.0,neutral
nr x samanv,8,0.0,neutral
sep nfees nunited,8,0.0,neutral
sep nfees nsakra,8,0.0,neutral
covid vaccination coverage,8,0.0,neutral
nfees nrainbow royal,8,0.0,neutral
nrainbow royal meenakshi,8,0.0,neutral
n n today,8,0.0,neutral
sep nfees ncolumbia,8,0.0,neutral
world f c,8,0.0,neutral
nfees napollo cm,8,0.0,neutral
vaccinations till pm,7,0.0,neutral
nfees ndr ayyappas,7,0.0,neutral
tamilnadu covid sep,7,0.0,neutral
covid sep n,7,0.0,neutral
india fight covid,7,0.0,neutral
sep nfees nblossom,7,0.0,neutral
nfees nmilann ho,7,0.0,neutral
nfees napollo ho,7,0.0,neutral
covid vaccination update,7,0.0,neutral
nfees nunited hospital,7,0.0,neutral
update n ntotal,7,0.0,neutral
f f e,7,0.0,neutral
f f c,7,0.0,neutral
sep nfees nsantosh,7,0.0,neutral
nfees nsantosh h,7,0.0,neutral
sep nfees ngvg,7,0.0,neutral
nfees ngvg invivo,7,0.0,neutral
sep nfees nhealing,7,0.0,neutral
vaccine doses administered,7,0.0,neutral
sep nfees ntenet,7,0.0,neutral
today n n,6,0.0,neutral
sep nfees nfortis,6,0.0,neutral
nr x whi,6,0.0,neutral
n covid n,6,0.0,neutral
sep nfees nst,6,0.0,neutral
n tn n,6,0.0,neutral
n total cases,6,0.0,neutral
total cases n,6,0.0,neutral
n today discharged,6,0.0,neutral
today discharged n,6,0.0,neutral
sep nfees nspringle,6,0.0,neutral
covid vaccination drive,6,0.0,neutral
hospital west b,6,0.0,neutral
sep nfees nnarayana,6,0.0,neutral
nfees ndr ayyap,6,0.0,neutral
n nview detail,6,0.0,neutral
nview detail toc,6,0.0,neutral
nfees ncare cu,6,0.0,neutral
e f n,6,0.0,neutral
f f covid,6,0.0,neutral
sep nfees nspringleaf,6,0.0,neutral
nfees naster cmi,6,0.0,neutral
naster cmi hospital,6,0.0,neutral
sep nfees napoorva,6,0.0,neutral
sep nfees ndayanand,6,0.0,neutral
nfees napollo jay,6,0.0,neutral
sep nfees napple,6,0.0,neutral
nfees napple hospi,6,0.0,neutral
f n f,6,0.0,neutral
nation n n,6,0.0,neutral
nfees nsparsh h,6,0.0,neutral
nfees naltius ho,6,0.0,neutral
sep nfees nmarvell,6,0.0,neutral
sep nfees nkanva,6,0.0,neutral
nfees nkanva dia,6,0.0,neutral
india administered crore,5,0.0,neutral
administered crore daily,5,0.0,neutral
daily vaccinations till,5,0.0,neutral
sep nfees nprima,5,0.0,neutral
nfees nprima dia,5,0.0,neutral
sep nfees nrakshobhy,5,0.0,neutral
sep nfees nsakhii,5,0.0,neutral
nfees nsakhii ho,5,0.0,neutral
nr x sid,5,0.0,neutral
nfees nst marth,5,0.0,neutral
sep nfees ndev,5,0.0,neutral
nfees ndev healt,5,0.0,neutral
f e c,5,0.0,neutral
c e f,5,0.0,neutral
c e e,5,0.0,neutral
e e f,5,0.0,neutral
e c n,5,0.0,neutral
fight covid n,5,0.0,neutral
nfees nsakra premium,5,0.0,neutral
nsakra premium clinic,5,0.0,neutral
premium clinic p,5,0.0,neutral
f bregional assamese,5,0.0,neutral
news n f,5,0.0,neutral
n f hours,5,0.0,neutral
f hours f,5,0.0,neutral
hours f f,5,0.0,neutral
f covid n,5,0.0,neutral
n covid e,5,0.0,neutral
covid e f,5,0.0,neutral
sep n n,5,0.0,neutral
nfees napollo cli,5,0.0,neutral
aai coimbatore international,5,0.0,neutral
coimbatore international airport,5,0.0,neutral
international airport n,5,0.0,neutral
airport n n,5,0.0,neutral
n n update,5,0.0,neutral
n update arrival,5,0.0,neutral
update arrival departure,5,0.0,neutral
arrival departure flight,5,0.0,neutral
departure flight schedule,5,0.0,neutral
nfees ndayanand sa,5,0.0,neutral
nfees ncolumbia asia,5,0.0,neutral
sep nfees nmotherhoo,5,0.0,neutral
covid world f,5,0.0,neutral
f c echart,5,0.0,neutral
c echart n,5,0.0,neutral
echart n nworld,5,0.0,neutral
n nworld f,5,0.0,neutral
nworld f c,5,0.0,neutral
f c dtotal,5,0.0,neutral
c dtotal ncases,5,0.0,neutral
dtotal ncases ndeath,5,0.0,neutral
ncases ndeath f,5,0.0,neutral
ndeath f n,5,0.0,neutral
n f nation,5,0.0,neutral
f nation n,5,0.0,neutral
crore vaccine doses,5,0.0,neutral
nfees napollo h,5,0.0,neutral
sep nfees nmga,5,0.0,neutral
sep nfees nunity,5,0.0,neutral
sep nfees nmotherho,5,0.0,neutral
nfees nmiracle hel,5,0.0,neutral
sep nfees ndigvish,5,0.0,neutral
sep nfees nkims,5,0.0,neutral
nfees nkims hos,5,0.0,neutral
f n ntpr,5,0.0,neutral
n ntpr c,5,0.0,neutral
ntpr c n,5,0.0,neutral
nfees ntenet diagn,5,0.0,neutral
covid india administered,5,0.0,neutral
nfees naster manyata,4,0.0,neutral
naster manyata clinic,4,0.0,neutral
crore daily vaccinations,4,0.0,neutral
nr x bel,4,0.0,neutral
sep nfees nshankar,4,0.0,neutral
nfees nshankar specialty,4,0.0,neutral
sep nfees nparkmed,4,0.0,neutral
n newcases f,4,0.0,neutral
sep nfees nshishuka,4,0.0,neutral
nfees nshishuka ch,4,0.0,neutral
vaccination update n,4,0.0,neutral
cr vaccine doses,4,0.0,neutral
e c c,4,0.0,neutral
c c c,4,0.0,neutral
n n largestvaccinedrive,4,0.0,neutral
market n nview,4,0.0,neutral
sep nfees ncura,4,0.0,neutral
nfees ncura hosp,4,0.0,neutral
clinic p w,4,0.0,neutral
n n tn,4,0.0,neutral
tn n n,4,0.0,neutral
n n total,4,0.0,neutral
cases n n,4,0.0,neutral
discharged n n,4,0.0,neutral
sep nfees nshaker,4,0.0,neutral
nfees nshaker nu,4,0.0,neutral
sep nfees nrajmahal,4,0.0,neutral
sep nfees nprolife,4,0.0,neutral
nr x white,4,0.0,neutral
nfees nmedihope ho,4,0.0,neutral
sep nfees nkauvery,4,0.0,neutral
nfees nkauvery hospital,4,0.0,neutral
nkauvery hospital e,4,0.0,neutral
hospital e city,4,0.0,neutral
sep nfees nmedi,4,0.0,neutral
nfees nmedi derma,4,0.0,neutral
sero survey conducted,4,0.0,neutral
n covid cases,4,0.0,neutral
f n nconfirmed,4,0.0,neutral
n nconfirmed f,4,0.0,neutral
nconfirmed f nrecovered,4,0.0,neutral
f nrecovered f,4,0.0,neutral
nrecovered f c,4,0.0,neutral
vaccination coverage crosses,4,0.0,neutral
nr x kad,4,0.0,neutral
nfees nmga hospi,4,0.0,neutral
sep nfees nartyem,4,0.0,neutral
nfees nartyem ho,4,0.0,neutral
sep nfees nez,4,0.0,neutral
nfees nez aarthi,4,0.0,neutral
nfees nhealing h,4,0.0,neutral
september n n,4,0.0,neutral
cmi hospital yel,4,0.0,neutral
reopening schools india,4,0.0,neutral
schools india must,4,0.0,neutral
india must follow,4,0.0,neutral
must follow one,4,0.0,neutral
follow one size,4,0.0,neutral
one size fits,4,0.0,neutral
size fits model,4,0.0,neutral
fits model based,4,0.0,neutral
model based conte,4,0.0,neutral
nfees nunity li,4,0.0,neutral
administered till pm,4,0.0,neutral
till pm september,4,0.0,neutral
nr x sama,4,0.0,neutral
f cfr f,4,0.0,neutral
cfr f f,4,0.0,neutral
states uts n,4,0.0,neutral
vaccine doses provided,4,0.0,neutral
doses provided states,4,0.0,neutral
provided states uts,4,0.0,neutral
covid f e,4,0.0,neutral
e f update,4,0.0,neutral
f update n,4,0.0,neutral
n ntotal n,4,0.0,neutral
ntotal n ncases,4,0.0,neutral
n ncases nactive,4,0.0,neutral
ncases nactive nrecoveries,4,0.0,neutral
nactive nrecoveries n,4,0.0,neutral
nrecoveries n f,4,0.0,neutral
online doctor consultation,4,0.0,neutral
doctor consultation wherever,4,0.0,neutral
consultation wherever nvisit,4,0.0,neutral
wherever nvisit india,4,0.0,neutral
nvisit india mask,4,0.0,neutral
india mask health,4,0.0,neutral
nfees nrainbow hospital,4,0.0,neutral
nrainbow hospital bg,4,0.0,neutral
hospital bg road,4,0.0,neutral
bg road c,4,0.0,neutral
sep nfees nvivekanan,4,0.0,neutral
crore covid vaccine,4,0.0,neutral
sep nfees nteatree,4,0.0,neutral
today sarvodaya bal,4,0.0,neutral
sarvodaya bal vidyalaya,4,0.0,neutral
bal vidyalaya ashok,4,0.0,neutral
vidyalaya ashok nagar,4,0.0,neutral
ashok nagar delhi,4,0.0,neutral
nagar delhi electricity,4,0.0,neutral
delhi electricity problem,4,0.0,neutral
sep nfees nlakshmi,4,0.0,neutral
napollo cm f,4,0.0,neutral
manyata clinic ye,3,0.0,neutral
concessional gst rates,3,0.0,neutral
gst rates covid,3,0.0,neutral
sep nfees nrainbowhos,3,0.0,neutral
pm today n,3,0.0,neutral
sep nfees nrainbowh,3,0.0,neutral
hyderabad surgery n,3,0.0,neutral
n units blood,3,0.0,neutral
units blood needed,3,0.0,neutral
nshankar specialty hospi,3,0.0,neutral
assamcovidupdate n nmedia,3,0.0,neutral
n nmedia bulletin,3,0.0,neutral
nmedia bulletin covid,3,0.0,neutral
bulletin covid assam,3,0.0,neutral
covid assam actions,3,0.0,neutral
assam actions taken,3,0.0,neutral
sep nfees nshirdi,3,0.0,neutral
nfees nshirdi sa,3,0.0,neutral
n n wearamask,3,0.0,neutral
indiafightscorona f e,3,0.0,neutral
e f nworld,3,0.0,neutral
f nworld n,3,0.0,neutral
nworld n f,3,0.0,neutral
n f largestvaccinedrive,3,0.0,neutral
f largestvaccinedrive breaking,3,0.0,neutral
nr x whit,3,0.0,neutral
million doses covid,3,0.0,neutral
india covid dailyupdate,3,0.0,neutral
covid dailyupdate n,3,0.0,neutral
dailyupdate n n,3,0.0,neutral
n n posrate,3,0.0,neutral
newcases f c,3,0.0,neutral
c n deaths,3,0.0,neutral
n deaths f,3,0.0,neutral
n n activecases,3,0.0,neutral
n activecases f,3,0.0,neutral
reopen schools classes,3,0.0,neutral
sep nfees ntotal,3,0.0,neutral
sep nfees nshobha,3,0.0,neutral
nfees nshobha ho,3,0.0,neutral
malshini senaratne writes,3,0.0,neutral
senaratne writes seychelles,3,0.0,neutral
writes seychelles taken,3,0.0,neutral
seychelles taken proactive,3,0.0,neutral
taken proactive legislative,3,0.0,neutral
proactive legislative steps,3,0.0,neutral
legislative steps ensure,3,0.0,neutral
steps ensure pandemic,3,0.0,neutral
n india n,3,0.0,neutral
n covid covid,3,0.0,neutral
sep nfees naddresshe,3,0.0,neutral
india n n,3,0.0,neutral
sep nfees nspurthy,3,0.0,neutral
sep nfees nprimecare,3,0.0,neutral
covid pandemic disrupted,3,0.0,neutral
pandemic disrupted lives,3,0.0,neutral
disrupted lives livelihoods,3,0.0,neutral
lives livelihoods series,3,0.0,neutral
livelihoods series essays,3,0.0,neutral
series essays edited,3,0.0,neutral
essays edited suri,3,0.0,neutral
edited suri delves,3,0.0,neutral
suri delves int,3,0.0,neutral
n ntotal cases,3,0.0,neutral
nfees nadd scan,3,0.0,neutral
nfees nsakra world,3,0.0,neutral
nsakra world hospital,3,0.0,neutral
system market n,3,0.0,neutral
sep nfees ncyte,3,0.0,neutral
nfees ncyte care,3,0.0,neutral
sep nfees ne,3,0.0,neutral
nfees ne el,3,0.0,neutral
ne el car,3,0.0,neutral
administration vaccine doses,3,0.0,neutral
vaccine doses last,3,0.0,neutral
doses last hours,3,0.0,neutral
last hours country,3,0.0,neutral
hours country covid,3,0.0,neutral
country covid vaccination,3,0.0,neutral
vaccination coverage su,3,0.0,neutral
bregional assamese morning,3,0.0,neutral
assamese morning news,3,0.0,neutral
morning news n,3,0.0,neutral
sep nfees nd,3,0.0,neutral
nfees nd pol,3,0.0,neutral
nfees ncloudnine hospital,3,0.0,neutral
ncloudnine hospital kids,3,0.0,neutral
sep nfees npathway,3,0.0,neutral
sep nfees nprakriya,3,0.0,neutral
nfees nprakriya h,3,0.0,neutral
sep nfees nrakshobh,3,0.0,neutral
nfees napoorva h,3,0.0,neutral
sep nfees ncratis,3,0.0,neutral
nfees ncratis ho,3,0.0,neutral
sep nfees nnavacheth,3,0.0,neutral
world largestvaccinedrive breaking,3,0.0,neutral
nfees napollo su,3,0.0,neutral
india prime minister,3,0.0,neutral
globally leads way,3,0.0,neutral
leads way inoculating,3,0.0,neutral
way inoculating citizens,3,0.0,neutral
inoculating citizens covid,3,0.0,neutral
sep nfees npan,3,0.0,neutral
nfees npan nagar,3,0.0,neutral
th sero survey,3,0.0,neutral
survey conducted bmc,3,0.0,neutral
sep nfees nblock,3,0.0,neutral
nfees nblock z,3,0.0,neutral
india cumulative covid,3,0.0,neutral
cumulative covid vaccination,3,0.0,neutral
international symposium reimagining,3,0.0,neutral
symposium reimagining inclusive,3,0.0,neutral
reimagining inclusive cities,3,0.0,neutral
inclusive cities covid,3,0.0,neutral
india created world,3,0.0,neutral
created world record,3,0.0,neutral
world record administering,3,0.0,neutral
n covid vaccine,3,0.0,neutral
sep nfees natreum,3,0.0,neutral
india covid vaccination,3,0.0,neutral
prior pandemic children,3,0.0,neutral
pandemic children already,3,0.0,neutral
children already victims,3,0.0,neutral
already victims violence,3,0.0,neutral
victims violence abuse,3,0.0,neutral
violence abuse climatechange,3,0.0,neutral
abuse climatechange impacts,3,0.0,neutral
climatechange impacts covid,3,0.0,neutral
covid vaccination centres,3,0.0,neutral
vaccination centres goalpara,3,0.0,neutral
centres goalpara district,3,0.0,neutral
goalpara district n,3,0.0,neutral
district n wearamask,3,0.0,neutral
n wearamask n,3,0.0,neutral
wearamask n assam,3,0.0,neutral
nfees nnu hospit,3,0.0,neutral
sep nfees npadmashre,3,0.0,neutral
nfees nmanipal n,3,0.0,neutral
nfees naltius hosp,3,0.0,neutral
ncolumbia asia hosp,3,0.0,neutral
asia hosp hebbal,3,0.0,neutral
nfees ncare diag,3,0.0,neutral
union health minister,3,0.0,neutral
f c f,3,0.0,neutral
c f f,3,0.0,neutral
sep nfees nt,3,0.0,neutral
nfees nt hospi,3,0.0,neutral
nfees naster clinic,3,0.0,neutral
naster clinic cova,3,0.0,neutral
clinic cova n,3,0.0,neutral
crore vaccines administered,3,0.0,neutral
vaccines administered till,3,0.0,neutral
sep nfees nlondon,3,0.0,neutral
nfees nlondon ca,3,0.0,neutral
sep nfees nsri,3,0.0,neutral
nfees nsri krish,3,0.0,neutral
sep nfees nvalens,3,0.0,neutral
nfees nvalens ho,3,0.0,neutral
assessment countries n,3,0.0,neutral
uts n n,3,0.0,neutral
sep jammuandkashmir covid,3,0.0,neutral
jammuandkashmir covid update,3,0.0,neutral
c n nrr,3,0.0,neutral
n nrr f,3,0.0,neutral
nrr f cfr,3,0.0,neutral
nfees napoorva hos,3,0.0,neutral
f c covid,3,0.0,neutral
c covid vaccination,3,0.0,neutral
nfees ndigvish hos,3,0.0,neutral
n n people,3,0.0,neutral
ndr rajesh h,3,0.0,neutral
children living conflict,3,0.0,neutral
living conflict zones,3,0.0,neutral
conflict zones face,3,0.0,neutral
zones face double,3,0.0,neutral
face double threat,3,0.0,neutral
double threat covid,3,0.0,neutral
threat covid pandemic,3,0.0,neutral
covid pandemic simultaneous,3,0.0,neutral
india f e,3,0.0,neutral
vaccination n n,3,0.0,neutral
electricity problem yesterday,3,0.0,neutral
nr x bella,2,0.0,neutral
covid related drugs,2,0.0,neutral
e ended till,2,0.0,neutral
n n gst,2,0.0,neutral
n covid vaccination,2,0.0,neutral
nfees nfortis hos,2,0.0,neutral
people n n,2,0.0,neutral
surgery n nsrinivas,2,0.0,neutral
n nsrinivas n,2,0.0,neutral
nsrinivas n units,2,0.0,neutral
blood needed napollo,2,0.0,neutral
needed napollo hospital,2,0.0,neutral
napollo hospital jubileehills,2,0.0,neutral
hospital jubileehills n,2,0.0,neutral
jubileehills n n,2,0.0,neutral
nfees nparkmed h,2,0.0,neutral
vaccines n n,2,0.0,neutral
sep nfees naayug,2,0.0,neutral
momentous milestone achieved,2,0.0,neutral
milestone achieved ludhiana,2,0.0,neutral
achieved ludhiana war,2,0.0,neutral
ludhiana war covid,2,0.0,neutral
war covid administrating,2,0.0,neutral
covid administrating million,2,0.0,neutral
administrating million doses,2,0.0,neutral
deaths f c,2,0.0,neutral
n covid coronavirus,2,0.0,neutral
covid coronavirus n,2,0.0,neutral
sep nfees nvasavi,2,0.0,neutral
sept n n,2,0.0,neutral
million covid vaccine,2,0.0,neutral
covid covid vaccine,2,0.0,neutral
sep n tn,2,0.0,neutral
tn n total,2,0.0,neutral
cases n today,2,0.0,neutral
discharged n today,2,0.0,neutral
n today deat,2,0.0,neutral
n guwahati assam,2,0.0,neutral
amp n islands,2,0.0,neutral
n islands covid,2,0.0,neutral
islands covid vaccination,2,0.0,neutral
update n n,2,0.0,neutral
n f doses,2,0.0,neutral
f doses administered,2,0.0,neutral
doses administered till,2,0.0,neutral
administered till date,2,0.0,neutral
till date n,2,0.0,neutral
india check covid,2,0.0,neutral
check covid government,2,0.0,neutral
covid government private,2,0.0,neutral
government private hospitals,2,0.0,neutral
private hospitals list,2,0.0,neutral
hospitals list n,2,0.0,neutral
sep nfees nrepublic,2,0.0,neutral
well done india,2,0.0,neutral
india n india,2,0.0,neutral
india n covid,2,0.0,neutral
n vaccination n,2,0.0,neutral
covid covid vaccination,2,0.0,neutral
nfees nnu hospital,2,0.0,neutral
sep nfees nsanjeevin,2,0.0,neutral
n enew cases,2,0.0,neutral
n n saturdaythoughts,2,0.0,neutral
nunited hospital jayana,2,0.0,neutral
nfees nspurthy hos,2,0.0,neutral
cr covid vaccination,2,0.0,neutral
covid vaccination pm,2,0.0,neutral
record cr vaccinations,2,0.0,neutral
world hospital wes,2,0.0,neutral
slovenian authorities chose,2,0.0,neutral
authorities chose close,2,0.0,neutral
chose close schools,2,0.0,neutral
close schools pandemic,2,0.0,neutral
schools pandemic businesses,2,0.0,neutral
pandemic businesses simply,2,0.0,neutral
government flip flops,2,0.0,neutral
flip flops opening,2,0.0,neutral
flops opening closing,2,0.0,neutral
opening closing schools,2,0.0,neutral
closing schools children,2,0.0,neutral
schools children suffering,2,0.0,neutral
children suffering confusion,2,0.0,neutral
suffering confusion poli,2,0.0,neutral
f dworld largestvaccinedrive,2,0.0,neutral
dworld largestvaccinedrive breaking,2,0.0,neutral
n n c,2,0.0,neutral
hospital kids cl,2,0.0,neutral
cmi hospital c,2,0.0,neutral
hospital c ye,2,0.0,neutral
kerala today n,2,0.0,neutral
n n cases,2,0.0,neutral
n cases n,2,0.0,neutral
n n kerala,2,0.0,neutral
n kerala covid,2,0.0,neutral
sep nfees ngreenview,2,0.0,neutral
nfees nfortis l,2,0.0,neutral
ncolumbia asia hebbal,2,0.0,neutral
fight covid indiafightscorona,2,0.0,neutral
n f crore,2,0.0,neutral
n n vaccinationdrive,2,0.0,neutral
n n bjp,2,0.0,neutral
bulletin covid n,2,0.0,neutral
e c f,2,0.0,neutral
n n icmr,2,0.0,neutral
hon ble pm,2,0.0,neutral
sep nfees nvikram,2,0.0,neutral
nfees nvikram hospital,2,0.0,neutral
nvikram hospital block,2,0.0,neutral
n staysafe stayhome,2,0.0,neutral
staysafe stayhome wearamasksavelives,2,0.0,neutral
stayhome wearamasksavelives socialdistancing,2,0.0,neutral
wearamasksavelives socialdistancing handwashing,2,0.0,neutral
mumbaikars antibodies covid,2,0.0,neutral
cowin dashboard amp,2,0.0,neutral
dashboard amp india,2,0.0,neutral
amp india figures,2,0.0,neutral
india figures n,2,0.0,neutral
figures n n,2,0.0,neutral
covid cases nno,2,0.0,neutral
cases nno vaccinated,2,0.0,neutral
nno vaccinated n,2,0.0,neutral
vaccinated n st,2,0.0,neutral
n st dose,2,0.0,neutral
india administered million,2,0.0,neutral
administered million doses,2,0.0,neutral
doses covid vaccine,2,0.0,neutral
n n u,2,0.0,neutral
vizag n n,2,0.0,neutral
sep maharashtra covid,2,0.0,neutral
maharashtra covid update,2,0.0,neutral
coverage crosses landmark,2,0.0,neutral
crosses landmark crore,2,0.0,neutral
landmark crore n,2,0.0,neutral
crore n nmore,2,0.0,neutral
n nmore lakh,2,0.0,neutral
nmore lakh doses,2,0.0,neutral
lakh doses administ,2,0.0,neutral
wash hands soap,2,0.0,neutral
hands soap water,2,0.0,neutral
sep kerala covid,2,0.0,neutral
kerala covid update,2,0.0,neutral
day international symposium,2,0.0,neutral
cities covid era,2,0.0,neutral
covid era september,2,0.0,neutral
nunited hospital jayanaga,2,0.0,neutral
vaccination update india,2,0.0,neutral
india administered cr,2,0.0,neutral
anand mahindra lauded,2,0.0,neutral
mahindra lauded india,2,0.0,neutral
lauded india robust,2,0.0,neutral
india robust vaccination,2,0.0,neutral
robust vaccination pace,2,0.0,neutral
vaccination pace india,2,0.0,neutral
pace india created,2,0.0,neutral
india administers crore,2,0.0,neutral
health care workers,2,0.0,neutral
e ected grow,2,0.0,neutral
india leading globe,2,0.0,neutral
leading globe worldsfastestvaccinedrive,2,0.0,neutral
globe worldsfastestvaccinedrive n,2,0.0,neutral
worldsfastestvaccinedrive n n,2,0.0,neutral
vaccine doses administere,2,0.0,neutral
nfees natreum h,2,0.0,neutral
sep nfees nprashanth,2,0.0,neutral
fans allowed entry,2,0.0,neutral
mega tn covid,2,0.0,neutral
tn covid vaccination,2,0.0,neutral
covid vaccination camps,2,0.0,neutral
amp trichy district,2,0.0,neutral
trichy district try,2,0.0,neutral
people vaccinated today,2,0.0,neutral
covid f f,2,0.0,neutral
covid n nread,2,0.0,neutral
cr n n,2,0.0,neutral
sep nfees nessentia,2,0.0,neutral
cr covid vaccine,2,0.0,neutral
doses administered country,2,0.0,neutral
n posrate f,2,0.0,neutral
posrate f c,2,0.0,neutral
c n newcases,2,0.0,neutral
n n dayavg,2,0.0,neutral
sep nfees nagadi,2,0.0,neutral
day n india,2,0.0,neutral
delhifightscorona covid n,2,0.0,neutral
n n positivityrate,2,0.0,neutral
n positivityrate f,2,0.0,neutral
n n tests,2,0.0,neutral
n tests f,2,0.0,neutral
n n fatalities,2,0.0,neutral
n fatalities f,2,0.0,neutral
fatalities f f,2,0.0,neutral
covid suggested government,2,0.0,neutral
suggested government india,2,0.0,neutral
government india interest,2,0.0,neutral
gst council meet,2,0.0,neutral
nunited hospital jayanag,2,0.0,neutral
india sets record,2,0.0,neutral
sets record crore,2,0.0,neutral
day n n,2,0.0,neutral
nfees naster cli,2,0.0,neutral
covid cases india,2,0.0,neutral
n n thankyoumodiji,2,0.0,neutral
counting n n,2,0.0,neutral
n n indiafightscovid,2,0.0,neutral
n indiafightscovid covid,2,0.0,neutral
indiafightscovid covid vaccine,2,0.0,neutral
covid vaccine vaccinationdrive,2,0.0,neutral
sep nfees nhamilton,2,0.0,neutral
nagpuralert persons tested,2,0.0,neutral
persons tested city,2,0.0,neutral
tested city nagpur,2,0.0,neutral
city nagpur today,2,0.0,neutral
nagpur today day,2,0.0,neutral
today day fartode,2,0.0,neutral
day fartode total,2,0.0,neutral
fartode total cases,2,0.0,neutral
nfees ndigvish h,2,0.0,neutral
pm september lakhs,2,0.0,neutral
september lakhs vaccine,2,0.0,neutral
lakhs vaccine administered,2,0.0,neutral
vaccine administered within,2,0.0,neutral
c c f,2,0.0,neutral
sep nfees nbhagwan,2,0.0,neutral
nfees nbhagwan mah,2,0.0,neutral
union finance minister,2,0.0,neutral
india gave cr,2,0.0,neutral
nfees nparkmed hos,2,0.0,neutral
c n ncrr,2,0.0,neutral
india fight agai,2,0.0,neutral
nfees ntenet dia,2,0.0,neutral
haryana reopen schools,2,0.0,neutral
schools classes september,2,0.0,neutral
classes september n,2,0.0,neutral
tafrishaala prime time,2,0.0,neutral
prime time n,2,0.0,neutral
indian army always,2,0.0,neutral
army always awaam,2,0.0,neutral
always awaam f,2,0.0,neutral
awaam f e,2,0.0,neutral
f n gfvip,2,0.0,neutral
n gfvip e,2,0.0,neutral
gfvip e impftod,2,0.0,neutral
e impftod bbnajia,2,0.0,neutral
impftod bbnajia f,2,0.0,neutral
bbnajia f c,2,0.0,neutral
f c bbtvi,2,0.0,neutral
covid world map,2,0.0,neutral
world map assessment,2,0.0,neutral
map assessment countries,2,0.0,neutral
covid vaccine availability,2,0.0,neutral
